------------------------------------------------------------
------------------------------------------------------------
---------------------1/10------Team Sports Scouting (TSS):
------------------------------------------------------------
---------------------Prediction AI:
"User:Generate the lists of enumerations, classes and attributes from a given <Description>.
#Description 
The Team Sports Scouting System is used by various employees of the club, including the head coach, the director of the club and the scouts. It is the role of the head coach to identify designated player profiles for future signings, which includes designated target positions for a player (e.g. GK for goalkeeper, LB for left back, etc.), and other player attributes (identified by a name and a value).

Scouts may note players a long list who seem to match a designated target profile at any time. This long list is periodically evaluated by the head scout when setting up scouting assignments for his team to investigate a specific player more thoroughly. As the completion of a scouting assignment, the scout submits a scouting report about the player, which includes the pros and cons of the player as well as a recommendation (e.g. key player, first team player, reserve team player, prospective player, not a good signing). 

After comparing first scouting results for a designated player profile, the head coach and the head scout decide upon which players to move to the short list. Several other rounds of scouting can be carried out for each short-listed player as part of scouting assignments-some of which is carried out by the head scout himself. If a player is finally recommended for signing by the head scout, the director makes an official offer for the player.

AI:## Enumerations:
1. PlayerPosition
   - GK
   - LB
   - CB
   - RB
   - CM
   - LM
   - RM
   - ST

2. PlayerRecommendation
   - Key Player
   - First Team Player
   - Reserve Team Player
   - Prospective Player
   - Not a Good Signing

## Classes:
1. Employee
   - Attributes:
     - role

2. HeadCoach
   - Attributes:
     - designatedPlayerProfiles

3. Director
   - Attributes:
     - officialOffer

4. Scout
   - Attributes:
     - longList
     - scoutingReport

5. Player
   - Attributes:
     - name
     - value
     - pros
     - cons

6. ScoutingAssignment
   - Attributes:
     - scout
     - player

7. ShortList
   - Attributes:
     - players

8. ScoutingRound
   - Attributes:
     - headScout
     - shortListedPlayer

9. OfficialOffer
   - Attributes:
     - player"
"
"
"User:List all the classes and enumerations using format:
Enumerations:
1.enumeration(literals):[one-sentence rationale]
2.enumeration(literals):[one-sentence rationale]
...
Classes:
1.classname(attributeName1: attributeType1, attributeName2: attributeType2 ):[one-sentence rationale]
2.classname(attributeName1: attributeType1, attributeName2: attributeType2 ):[one-sentence rationale]
...

AI:Enumerations:
1. PlayerPosition (GK, LB, CB, RB, CM, LM, RM, ST): Represents the designated target positions for a player to be scouted.
2. PlayerRecommendation (Key Player, First Team Player, Reserve Team Player, Prospective Player, Not a Good Signing): Represents the recommendations for a player after scouting.

Classes:
1. Employee(role: String): Represents an employee with a specific role in the club.
2. HeadCoach(designatedPlayerProfiles: List<PlayerPosition>): Represents the head coach responsible for identifying player profiles for signings.
3. Director(officialOffer: OfficialOffer): Represents the director who makes official offers for players.
4. Scout(longList: List<Player>, scoutingReport: String): Represents a scout who maintains a long list of players and submits scouting reports.
5. Player(name: String, value: String, pros: String, cons: String): Represents a player with attributes like name, value, pros, and cons.
6. ScoutingAssignment(scout: Scout, player: Player): Represents a scouting assignment linking a scout to a player.
7. ShortList(players: List<Player>): Represents a shortlist of players selected for further evaluation.
