system,10 times,Ave_Test_Class_precision,	Ave_class_recall,	Ave_class_f1,	Ave_attribute_precision,	Ave_attribute_recall,	Ave_attribute_f1,
BTMS,test_final_average_score,0.578333,0.428571,0.490443,0.400974,0.581818,0.471170
Team Sports Scouting (TSS),test_final_average_score,0.516064,0.362500,0.423732,0.100800,0.116667,0.106353
Smart home automation system (SHAS),test_final_average_score,0.602604,0.313043,0.409873,0.133349,0.157692,0.143716
Tile-O,test_final_average_score,0.546667,0.247368,0.339920,0.144786,0.250000,0.182948
Block 223,test_final_average_score,0.611255,0.376923,0.459483,0.197452,0.173333,0.183753
Online Tutoring System (OTS),test_final_average_score,0.720989,0.382353,0.491327,0.153649,0.169231,0.154899
Hotel Booking Management System (HBMS),test_final_average_score,0.775678,0.310526,0.437355,0.293184,0.257576,0.268102
H2S,test_final_average_score,0.261569,0.223077,0.239023,0.055459,0.094118,0.068144
Celebrations Organization System (CelO),test_final_average_score,0.676468,0.400000,0.500433,0.119942,0.169565,0.139641
Lab Requisition Management System,test_final_average_score,0.913312,0.543750,0.678889,0.317978,0.313953,0.315586
