---------------------1/10------BTMS:
AI_answer_after_cut:
+ 1 BusVehicle associate 1 RouteAssignment
+ 1 Route associate 0..* RouteAssignment
+ 1 Driver associate 0..* RouteAssignment
+ 1 Driver associate 0..* DriverSchedule


+ 1 BTMS contain 0..* BusVehicle
+ 1 BTMS contain 0..* Route
+ 1 BTMS contain 0..* Driver
+ 1 BTMS contain 0..* RouteAssignment
+ 1 BTMS contain 0..* DriverSchedule
presicion = 0.8888888888888888
recall = 0.8888888888888888
F1 = 0.8888888888888888
---------------------2/10------BTMS:
AI_answer_after_cut:
+ 1 BusVehicle associate 1 Route
+ 1 Route associate 0..* BusVehicle
+ 1 Route associate 0..* RouteAssignment
+ 1 RouteAssignment associate 1 BusVehicle
+ 1 RouteAssignment associate 1 Driver
+ 1 Driver associate 0..* RouteAssignment
+ 1 Driver associate 0..* DriverSchedule


+ 1 BTMS contain 0..* BusVehicle
+ 1 BTMS contain 0..* Route
+ 1 BTMS contain 0..* RouteAssignment
+ 1 BTMS contain 0..* Driver
+ 1 BTMS contain 0..* DriverSchedule
presicion = 0.6666666666666666
recall = 0.8888888888888888
F1 = 0.761904761904762
---------------------3/10------BTMS:
AI_answer_after_cut:
+ 1 Driver associate 0..* RouteAssignment
+ 1 Route associate 0..* RouteAssignment
+ 1 BusVehicle associate 0..* RouteAssignment
+ 1 Route associate 0..* BusVehicle
+ 1 Driver associate 0..* DriverSchedule


+ 1 Route contain 0..* RouteAssignment
+ 1 BusVehicle contain 0..* RouteAssignment
+ 1 Driver contain 0..* DriverSchedule
presicion = 0.375
recall = 0.3333333333333333
F1 = 0.35294117647058826
---------------------4/10------BTMS:
AI_answer_after_cut:
+ 1 BusVehicle associate 1 RouteAssignment
+ 1 Route associate 0..* RouteAssignment
+ 1 Driver associate 0..* RouteAssignment
+ 1 Driver associate 0..* DriverSchedule


None
presicion = 0.75
recall = 0.3333333333333333
F1 = 0.46153846153846156
---------------------5/10------BTMS:
AI_answer_after_cut:
+ 1..* BusVehicle associate 1 Route
+ 1 Route associate 0..* RouteAssignment
+ 1 RouteAssignment associate 1 BusVehicle
+ 1 RouteAssignment associate 1 Driver
+ 1 Driver associate 0..* DriverSchedule


+ 1 BTMS contain 0..* BusVehicle
+ 1 BTMS contain 0..* Route
+ 1 BTMS contain 0..* Driver
+ 1 BTMS contain 0..* Shift
presicion = 0.6666666666666666
recall = 0.6666666666666666
F1 = 0.6666666666666666
---------------------6/10------BTMS:
AI_answer_after_cut:
+ 1 BusVehicle associate 1 RouteAssignment
+ 1 Route associate 0..* RouteAssignment
+ 1 Driver associate 0..* DriverSchedule


+ 1 Route contain 0..* RouteAssignment
+ 1 Driver contain 0..* DriverSchedule
presicion = 0.6
recall = 0.3333333333333333
F1 = 0.42857142857142855
---------------------7/10------BTMS:
AI_answer_after_cut:
+ 1 Driver associate 1..* Shift
+ 1 Driver associate 1..* DriverSchedule
+ 1 BusVehicle associate 1 Route
+ 1 Route associate 1..* BusVehicle
+ 1 Route associate 1..* RouteAssignment
+ 1 BusVehicle associate 0..* RouteAssignment


None
presicion = 0.5
recall = 0.3333333333333333
F1 = 0.4
---------------------8/10------BTMS:
AI_answer_after_cut:
+ 1 BusVehicle associate 1 RouteAssignment
+ 1 Route associate 0..* RouteAssignment
+ 1 Driver associate 0..* RouteAssignment
+ 1 Driver associate 0..* DriverSchedule


+ 1 BTMS contain 0..* BusVehicle
+ 1 BTMS contain 0..* Route
+ 1 BTMS contain 0..* Driver
+ 1 BTMS contain 0..* Shift
+ 1 Route contain 0..* RouteAssignment
+ 1 Driver contain 0..* DriverSchedule
presicion = 0.6
recall = 0.6666666666666666
F1 = 0.631578947368421
---------------------9/10------BTMS:
AI_answer_after_cut:
+ 1 BusVehicle associate 1..* RouteAssignment
+ 1 Route associate 1..* RouteAssignment
+ 1 Driver associate 1..* RouteAssignment
+ 1 Driver associate 1..* DriverSchedule


+ 1 BTMS contain 1..* BusVehicle
+ 1 BTMS contain 1..* Route
+ 1 BTMS contain 1..* RouteAssignment
+ 1 BTMS contain 1..* Driver
+ 1 BTMS contain 1..* DriverSchedule
presicion = 0.8888888888888888
recall = 0.8888888888888888
F1 = 0.8888888888888888
---------------------10/10------BTMS:
AI_answer_after_cut:
+ 1 BusVehicle associate 1 RouteAssignment
+ 1 Route associate 0..* RouteAssignment
+ 1 Driver associate 0..* RouteAssignment
+ 1 Driver associate 0..* DriverSchedule


+ 1 BTMS contain 0..* BusVehicle
+ 1 BTMS contain 0..* Route
+ 1 BTMS contain 0..* Driver
+ 1 BTMS contain 0..* Shift
presicion = 0.75
recall = 0.6666666666666666
F1 = 0.7058823529411765
average_presicion = 0.668611111111111
average_recall = 0.6000000000000001
average_F1 = 0.6186861573239282
