name,presicion,recall,F1
TSS,0.16009609383751258,0.1411764705882353,0.1474559678618452
CeIO,0.278483709273183,0.24705882352941172,0.25793869872817243
BTMS,0.668611111111111,0.6000000000000001,0.6186861573239282
H2S,0.333015873015873,0.13846153846153844,0.19186415235950843
Lab Requisition Management System,0.12023809523809523,0.09,0.10251332989336086
Hotel Booking Management System (HBMS),0.12731111481111484,0.27272727272727265,0.1692727913231466
SHAS,0.5640273868718142,0.31666666666666665,0.39812185028944563
OTS,0.3926584200113612,0.31875,0.345790470565583
DBA,0.39570175438596494,0.3263157894736842,0.3502655407780186
TiOA,0.14710391052765534,0.475,0.21581910575314883
