------------------------------------------------------------
------------------------------------------------------------
---------------------1/10------Team Sports Scouting (TSS):
------------------------------------------------------------
---------------------Prediction AI:
"User:Generate the lists of enumerations, classes and attributes from a given <Description>.
#Description 
The Team Sports Scouting System is used by various employees of the club, including the head coach, the director of the club and the scouts. It is the role of the head coach to identify designated player profiles for future signings, which includes designated target positions for a player (e.g. GK for goalkeeper, LB for left back, etc.), and other player attributes (identified by a name and a value).

Scouts may note players a long list who seem to match a designated target profile at any time. This long list is periodically evaluated by the head scout when setting up scouting assignments for his team to investigate a specific player more thoroughly. As the completion of a scouting assignment, the scout submits a scouting report about the player, which includes the pros and cons of the player as well as a recommendation (e.g. key player, first team player, reserve team player, prospective player, not a good signing). 

After comparing first scouting results for a designated player profile, the head coach and the head scout decide upon which players to move to the short list. Several other rounds of scouting can be carried out for each short-listed player as part of scouting assignments-some of which is carried out by the head scout himself. If a player is finally recommended for signing by the head scout, the director makes an official offer for the player.

AI:## Enumerations:
1. TargetPosition {
   - GK
   - LB
   - CB
   - RB
   - CM
   - LW
   - RW
   - ST
}

2. PlayerRecommendation {
   - KeyPlayer
   - FirstTeamPlayer
   - ReserveTeamPlayer
   - ProspectivePlayer
   - NotAGoodSigning
}

## Classes:
1. ClubEmployee
   - Attributes:
     - name: String
     - role: String

2. HeadCoach
   - Attributes:
     - designatedPlayerProfiles: List<PlayerProfile>

3. Director
   - Attributes:
     - officialOffers: List<Offer>

4. Scout
   - Attributes:
     - longList: List<Player>
     - scoutingAssignments: List<ScoutingAssignment>

5. Player
   - Attributes:
     - name: String
     - attributes: Map<String, String>

6. ScoutingAssignment
   - Attributes:
     - scout: Scout
     - player: Player
     - scoutingReport: ScoutingReport

7. ScoutingReport
   - Attributes:
     - pros: String
     - cons: String
     - recommendation: PlayerRecommendation

8. ShortList
   - Attributes:
     - players: List<Player>

9. Offer
   - Attributes:
     - player: Player
     - offeredBy: Director

10. PlayerProfile
    - Attributes:
      - targetPosition: TargetPosition
      - otherAttributes: Map<String, String>"
"
"
"User:List all the classes and enumerations using format:
Enumerations:
1.enumeration(literals):[one-sentence rationale]
2.enumeration(literals):[one-sentence rationale]
...
Classes:
1.classname(attributeName1: attributeType1, attributeName2: attributeType2 ):[one-sentence rationale]
2.classname(attributeName1: attributeType1, attributeName2: attributeType2 ):[one-sentence rationale]
...

AI:Enumerations:
1. TargetPosition (GK, LB, CB, RB, CM, LW, RW, ST): Represents the designated target positions for a player in the scouting system.
2. PlayerRecommendation (KeyPlayer, FirstTeamPlayer, ReserveTeamPlayer, ProspectivePlayer, NotAGoodSigning): Indicates the recommendation for a player based on scouting reports.

Classes:
1. ClubEmployee(name: String, role: String): Represents an employee of the club with a name and role.
2. HeadCoach(designatedPlayerProfiles: List<PlayerProfile>): Manages designated player profiles for future signings.
