name,presicion,recall,F1
TSS,0.2108560979250634,0.17058823529411765,0.17661239515878918
CeIO,0.2861001202100273,0.23529411764705882,0.2505395376401069
BTMS,0.5901750700280112,0.4888888888888888,0.5107705349346217
H2S,0.2816666666666667,0.11538461538461535,0.15434882884573287
Lab Requisition Management System,0.14386155511155513,0.09500000000000001,0.11270896824027754
Hotel Booking Management System (HBMS),0.16369251934183282,0.26363636363636367,0.19906818662061626
SHAS,0.634887334887335,0.3041666666666667,0.4067282161399809
OTS,0.3491881948460896,0.225,0.26485291603282607
DBA,0.3481844495373907,0.34210526315789475,0.3371174589531588
TiOA,0.35829908278184136,0.35000000000000003,0.29757890789891284
