---------------------1/10------TiOA:
AI_answer_after_cut:
+ 1 Game associate 1 Mode
+ 1 Game associate 1 Deck
+ 1 Game associate 1 TileO
+ 1 Game associate 1 WinTile
+ 1 Game associate 1 Die
+ 1 Game associate 1 Color
+ 1 Game associate 1 Connection
+ 1 Game associate 1 Player
+ 1 TileO associate 0..* Tile
+ 1 TileO associate 0..* ActionTile
+ 1 TileO associate 0..* NormalTile
+ 1 TileO associate 0..* WinTile
+ 1 TileO associate 1 Game
+ 1 TileO associate 1 Deck
+ 1 TileO associate 1 Die
+ 1 TileO associate 1 Color
+ 1 TileO associate 1 Connection
+ 1 Deck associate 0..* ActionCard
+ 1 Deck associate 1 Game
+ 1 Deck associate 1 TileO
+ 1 Deck associate 1 Die
+ 1 Deck associate 1 Color
+ 1 Deck associate 1 Connection
+ 1 Tile associate 0..* Tile
+ 1 Tile associate 0..* Connection
+ 1 Tile associate 1 TileO
+ 1 ActionTile associate 0..* ActionCard
+ 1 ActionTile associate 1 TileO
+ 1 NormalTile associate 1 TileO
+ 1 WinTile associate 1 TileO
+ 1 WinTile associate 1 Game
+ 1 Die associate 1 Game
+ 1 Die associate 1 TileO
+ 1 Color associate 1 Game
+ 1 Color associate 1 TileO
+ 1 Connection associate 1 Game
+ 1 Connection associate 1 TileO
+ 1 Player associate 1 Game
+ 1 Player associate 1 TileO


+ 1 Game contain 1 Mode
+ 1 Game contain 1 Deck
+ 1 Game contain 1 TileO
+ 1 Game contain 1 WinTile
+ 1 Game contain 1 Die
+ 1 Game contain 1 Color
+ 1 Game contain 1 Connection
+ 1 Game contain 1 Player
+ 1 TileO contain 0..* Tile
+ 1 TileO contain 0..* ActionTile
+ 1 TileO contain 0..* NormalTile
+ 1 TileO contain 0..* WinTile
+ 1 TileO contain 1 Game
+ 1 TileO contain 1 Deck
+ 1 TileO contain 1 Die
+ 1 TileO contain 1 Color
+ 1 TileO contain 1 Connection
+ 1 Deck contain 0..* ActionCard
+ 1 Deck contain 1 Game
+ 1 Deck contain 1 TileO
+ 1 Deck contain 1 Die
+ 1 Deck contain 1 Color
+ 1 Deck contain 1 Connection
+ 1 Tile contain 0..* Tile
+ 1 Tile contain 0..* Connection
+ 1 Tile contain 1 TileO
+ 1 ActionTile contain 0..* ActionCard
+ 1 ActionTile contain 1 TileO
+ 1 NormalTile contain 1 TileO
+ 1 WinTile contain 1 TileO
+ 1 WinTile contain 1 Game
+ 1 Die contain 1 Game
+ 1 Die contain 1 TileO
+ 1 Color contain 1 Game
+ 1 Color contain 1 TileO
+ 1 Connection contain 1 Game
+ 1 Connection contain 1 TileO
+ 1 Player contain 1 Game
+ 1 Player contain 1 TileO
presicion = 0.09090909090909091
recall = 0.5
F1 = 0.15384615384615385
---------------------2/10------TiOA:
AI_answer_after_cut:
+ 1 Game associate 1 Mode
+ 1 Game associate 1 Deck
+ 1 Game associate 1 Die
+ 1 Game associate 1 WinTile
+ 1 Game associate 1 Color
+ 1 Game associate 1 Player
+ 1 Game associate 0..* ActionTile
+ 1 Game associate 0..* NormalTile
+ 1 Game associate 0..* Connection
+ 1 Game associate 0..* Tile
+ 1 Deck associate 0..* ActionCard
+ 1 ActionTile associate 1..* ActionCard
+ 1 NormalTile associate 0..* Connection
+ 1 NormalTile associate 0..* Tile
+ 1 Player associate 1 Color
+ 1 Player associate 1 Die
presicion = 0.4166666666666667
recall = 0.4166666666666667
F1 = 0.4166666666666667
---------------------3/10------TiOA:
AI_answer_after_cut:
+ 1 Game associate 1 Mode
+ 1 Game associate 1 Deck
+ 1 Game associate 1 WinTile
+ 1 Game associate 1 Die
+ 1 Game associate [0..*] Player
+ 1 Game associate [0..*] Tile
+ 1 Game associate [0..*] Connection
+ 1 Game associate [0..*] ActionTile
+ 1 Game associate [0..*] NormalTile
+ 1 Game associate [0..*] RollDieActionCard
+ 1 Game associate [0..*] ConnectTilesActionCard
+ 1 Game associate [0..*] RemoveConnectionActionCard
+ 1 Game associate [0..*] TeleportActionCard
+ 1 Game associate [0..*] LoseTurnActionCard
+ 1 Deck associate [0..*] ActionCard
+ 1 Tile associate [0..*] Connection
+ 1 Tile associate [0..*] Player
+ 1 ActionTile associate [0..*] ActionCard
+ 1 NormalTile associate [0..*] ActionCard
+ 1 Player associate [0..*] ActionCard
+ 1 Player associate [0..*] Tile
+ 1 Player associate [0..*] RollDieActionCard
+ 1 Player associate [0..*] ConnectTilesActionCard
+ 1 Player associate [0..*] RemoveConnectionActionCard
+ 1 Player associate [0..*] TeleportActionCard
+ 1 Player associate [0..*] LoseTurnActionCard


+ 1 Game contain [0..*] Player
+ 1 Game contain [0..*] Tile
+ 1 Game contain [0..*] Connection
+ 1 Game contain [0..*] ActionTile
+ 1 Game contain [0..*] NormalTile
+ 1 Game contain [0..*] RollDieActionCard
+ 1 Game contain [0..*] ConnectTilesActionCard
+ 1 Game contain [0..*] RemoveConnectionActionCard
+ 1 Game contain [0..*] TeleportActionCard
+ 1 Game contain [0..*] LoseTurnActionCard
+ 1 Deck contain [0..*] ActionCard
+ 1 Tile contain [0..*] Connection
+ 1 Tile contain [0..*] Player
+ 1 ActionTile contain [0..*] ActionCard
+ 1 NormalTile contain [0..*] ActionCard
+ 1 Player contain [0..*] ActionCard
+ 1 Player contain [0..*] Tile
+ 1 Player contain [0..*] RollDieActionCard
+ 1 Player contain [0..*] ConnectTilesActionCard
+ 1 Player contain [0..*] RemoveConnectionActionCard
+ 1 Player contain [0..*] TeleportActionCard
+ 1 Player contain [0..*] LoseTurnActionCard
presicion = 0.75
recall = 0.25
F1 = 0.375
---------------------4/10------TiOA:
AI_answer_after_cut:
+ 1 Game associate 1 TileO
+ 1 Game associate 1 Deck
+ 1 Game associate 1 Die
+ 1 Game associate 1 WinTile
+ 1 Game associate 1 Player
+ 1 Game associate 1 Mode
+ 1 TileO associate 1 Game
+ 1 TileO associate 0..* Tile
+ 1 TileO associate 0..* Connection
+ 1 TileO associate 0..* ActionTile
+ 1 TileO associate 0..* NormalTile
+ 1 TileO associate 0..* WinTile
+ 1 TileO associate 0..* Player
+ 1 TileO associate 1 Deck
+ 1 TileO associate 1 Die
+ 1 TileO associate 1 Mode
+ 1 Deck associate 0..* ActionCard
