name,presicion,recall,F1
TSS,0.25214995530785,0.17058823529411765,0.20024372759856632
CeIO,0.3559651835093011,0.2941176470588235,0.3156492462537087
BTMS,0.6232142857142857,0.4111111111111111,0.4775642159697888
H2S,0.31202380952380954,0.13846153846153847,0.1857301982577928
Lab Requisition Management System,0.1420054945054945,0.1,0.11425414454826222
Hotel Booking Management System (HBMS),0.2222780435938331,0.3363636363636364,0.26458015056651224
SHAS,0.5677405927405927,0.3458333333333333,0.41429964911086187
OTS,0.4653173434752381,0.275,0.32759441219887464
DBA,0.4916167166167167,0.42105263157894735,0.4452788300912146
TiOA,0.33302482702482705,0.35833333333333334,0.28630134506295496
