name,presicion,recall,F1
TSS,0.18950863950863953,0.1411764705882353,0.1567605900579489
CeIO,0.32253582202111614,0.24705882352941178,0.2738625815189283
BTMS,0.6135714285714285,0.5333333333333333,0.5618627450980391
H2S,0.4133333333333334,0.16153846153846158,0.22722756913596864
Lab Requisition Management System,0.1063145492950985,0.085,0.093172741341346
Hotel Booking Management System (HBMS),0.10554838081362239,0.3090909090909091,0.1498015615471225
SHAS,0.5880129919100507,0.33333333333333337,0.416996529947353
OTS,0.4388772046666783,0.3125,0.3540478593569695
DBA,0.3838815364202361,0.3526315789473684,0.3653318100028627
TiOA,0.14608156302419842,0.475,0.21367976426135954
