---------------------1/10------TiOA:
AI_answer_after_cut:
+ 1 Game associate 1 TileO
+ 1 Game associate 1 Deck
+ 1 Game associate 1 Die
+ 1 Game associate 1 WinTile
+ 1 Game associate 1 Player
+ 1 Game associate 1 Mode
+ 1 Game associate 1 Color
+ 1 TileO associate 0..* Game
+ 1 TileO associate 0..* Tile
+ 1 TileO associate 0..* Connection
+ 1 TileO associate 0..* ActionTile
+ 1 TileO associate 0..* NormalTile
+ 1 TileO associate 0..* Player
+ 1 Game associate 1 RollDieActionCard
+ 1 Game associate 1 ConnectTilesActionCard
+ 1 Game associate 1 RemoveConnectionActionCard
+ 1 Game associate 1 TeleportActionCard
+ 1 Game associate 1 LoseTurnActionCard
+ 1 Deck associate 0..* ActionCard
+ 1 Deck associate 0..* RollDieActionCard
+ 1 Deck associate 0..* ConnectTilesActionCard
+ 1 Deck associate 0..* RemoveConnectionActionCard
+ 1 Deck associate 0..* TeleportActionCard
+ 1 Deck associate 0..* LoseTurnActionCard
+ 1 Tile associate 0..* Tile
+ 1 Tile associate 0..* Connection
+ 1 Tile associate 0..* ActionTile
+ 1 Tile associate 0..* NormalTile
+ 1 Connection associate 0..* Tile
+ 1 Connection associate 0..* Tile
+ 1 ActionTile associate 0..* Tile
+ 1 NormalTile associate 0..* Tile
+ 1 Player associate 0..* Game
+ 1 Player associate 0..* TileO
+ 1 Player associate 0..* ActionTile
+ 1 Player associate 0..* NormalTile
+ 1 RollDieActionCard associate 0..* Game
+ 1 ConnectTilesActionCard associate 0..* Game
+ 1 RemoveConnectionActionCard associate 0..* Game
+ 1 TeleportActionCard associate 0..* Game
+ 1 LoseTurnActionCard associate 0..* Game


+ 1 Game contain 1 Deck
+ 1 Game contain 1 Die
+ 1 Game contain 1 WinTile
+ 1 Game contain 0..* Player
+ 1 TileO contain 0..* Game
+ 1 TileO contain 0..* Tile
+ 1 TileO contain 0..* Connection
+ 1 TileO contain 0..* ActionTile
+ 1 TileO contain 0..* NormalTile
+ 1 TileO contain 0..* Player
+ 1 Deck contain 0..* ActionCard
+ 1 Deck contain 0..* RollDieActionCard
+ 1 Deck contain 0..* ConnectTilesActionCard
+ 1 Deck contain 0..* RemoveConnectionActionCard
+ 1 Deck contain 0..* TeleportActionCard
+ 1 Deck contain 0..* LoseTurnActionCard
+ 1 Tile contain 0..* Tile
+ 1 Tile contain 0..* Connection
+ 1 Tile contain 0..* ActionTile
+ 1 Tile contain 0..* NormalTile
+ 1 Connection contain 0..* Tile
+ 1 Connection contain 0..* Tile
+ 1 ActionTile contain 0..* Tile
+ 1 NormalTile contain 0..* Tile
+ 1 Player contain 0..* Game
+ 1 Player contain 0..* TileO
+ 1 Player contain 0..* ActionTile
+ 1 Player contain 0..* NormalTile
+ 1 RollDieActionCard contain 0..* Game
+ 1 ConnectTilesActionCard contain 0..* Game
+ 1 RemoveConnectionActionCard contain 0..* Game
+ 1 TeleportActionCard contain 0..* Game
+ 1 LoseTurnActionCard contain 0..* Game
presicion = 0.09259259259259259
recall = 0.4166666666666667
F1 = 0.1515151515151515
---------------------2/10------TiOA:
AI_answer_after_cut:
+ 1 Game associate 1 Mode
+ 1 Game associate 1 Deck
+ 1 Game associate 1 WinTile
+ 1 Game associate 1 Die
+ 1 Game associate 1 Color
+ 1 Game associate 1 Player
+ 1 Game associate 0..* ActionTile
+ 1 Game associate 0..* NormalTile
+ 1 Game associate 0..* Connection
+ 1 Game associate 0..* Tile
+ 1 Game associate 0..* Player
+ 1 Game associate 0..* RollDieActionCard
+ 1 Game associate 0..* ConnectTilesActionCard
+ 1 Game associate 0..* RemoveConnectionActionCard
+ 1 Game associate 0..* TeleportActionCard
+ 1 Game associate 0..* LoseTurnActionCard
+ 1 Deck associate 0..* ActionCard
+ 1 Tile associate 0..* Connection
+ 1 Tile associate 0..* Player
+ 1 Tile associate 0..* ActionTile
+ 1 Tile associate 0..* NormalTile
+ 1 Tile associate 0..* WinTile
+ 1 Tile associate 0..* Color
+ 1 Player associate 0..* ActionCard
+ 1 Player associate 0..* Tile
+ 1 Player associate 0..* Color
+ 1 Player associate 0..* Mode
+ 1 Player associate 0..* Deck
+ 1 Player associate 0..* Die
+ 1 Player associate 0..* WinTile


+ 1 Game contain 1 Deck
+ 1 Game contain 1 WinTile
+ 1 Game contain 1 Die
+ 1 Game contain 1 Color
+ 1 Game contain 0..* Player
+ 1 Game contain 0..* ActionTile
+ 1 Game contain 0..* NormalTile
+ 1 Game contain 0..* Connection
+ 1 Game contain 0..* Tile
+ 1 Game contain 0..* Player
+ 1 Game contain 0..* RollDieActionCard
+ 1 Game contain 0..* ConnectTilesActionCard
+ 1 Game contain 0..* RemoveConnectionActionCard
+ 1 Game contain 0..* TeleportActionCard
+ 1 Game contain 0..* LoseTurnActionCard
+ 1 Deck contain 0..* ActionCard
+ 1 Tile contain 0..* Connection
+ 1 Tile contain 0..* Player
+ 1 Tile contain 0..* ActionTile
+ 1 Tile contain 0..* NormalTile
+ 1 Tile contain 0..* WinTile
+ 1 Tile contain 0..* Color
+ 1 Player contain 0..* ActionCard
+ 1 Player contain 0..* Tile
+ 1 Player contain 0..* Color
+ 1 Player contain 0..* Mode
+ 1 Player contain 0..* Deck
+ 1 Player contain 0..* Die
+ 1 Player contain 0..* WinTile
presicion = 0.1282051282051282
recall = 0.4166666666666667
F1 = 0.196078431372549
---------------------3/10------TiOA:
AI_answer_after_cut:
+ 1 Game associate 1 Mode
+ 1 Game associate 1 Deck
+ 1 Game associate 1 Die
+ 1 Game associate 1 WinTile
+ 1 Game associate 1 Color
+ 1 Game associate 1 Player
+ 1 Game associate 0..* ActionTile
+ 1 Game associate 0..* NormalTile
+ 1 Game associate 0..* Connection
+ 1 Game associate 0..* TileO
+ 1 Game associate 0..* RollDieActionCard
+ 1 Game associate 0..* ConnectTilesActionCard
+ 1 Game associate 0..* RemoveConnectionActionCard
+ 1 Game associate 0..* TeleportActionCard
+ 1 Game associate 0..* LoseTurnActionCard
+ 1 TileO associate 0..* Tile
+ 1 TileO associate 0..* Connection
+ 1 TileO associate 0..* ActionTile
+ 1 TileO associate 0..* NormalTile
+ 1 TileO associate 0..* WinTile
+ 1 TileO associate 0..* Player
+ 1 TileO associate 0..* Color
+ 1 TileO associate 0..* Deck
+ 1 TileO associate 0..* RollDieActionCard
+ 1 TileO associate 0..* ConnectTilesActionCard
+ 1 TileO associate 0..* RemoveConnectionActionCard
+ 1 TileO associate 0..* TeleportActionCard
+ 1 TileO associate 0..* LoseTurnActionCard
+ 1 Player associate 1 Color
+ 1 Player associate 1 Tile


+ 1 Game contain 1 Deck
+ 1 Game contain 1 Die
+ 1 Game contain 1 WinTile
+ 1 Game contain 1 Color
+ 1 Game contain 0..* Player
+ 1 Game contain 0..* ActionTile
+ 1 Game contain 0..* NormalTile
+ 1 Game contain 0..* Connection
+ 1 Game contain 0..* TileO
+ 1 Game contain 0..* RollDieActionCard
