name,presicion,recall,F1
TSS,0.3343222137339784,0.19411764705882356,0.23599185484841328
CeIO,0.328657616892911,0.2705882352941177,0.2929128938637052
BTMS,0.7727777777777778,0.5555555555555555,0.627446661525609
H2S,0.2988095238095238,0.14615384615384616,0.19355718842560946
Lab Requisition Management System,0.14325220531102884,0.09499999999999999,0.11340565407203777
Hotel Booking Management System (HBMS),0.19221593519799876,0.3454545454545455,0.24323361280167438
SHAS,0.5370686403678732,0.3458333333333333,0.4114623124537705
OTS,0.34148720577667946,0.3375,0.33519347131359695
DBA,0.4841933585028214,0.4052631578947368,0.4161876638628585
TiOA,0.23248102558468414,0.475,0.29363799391319667
