name,presicion,recall,F1
TSS,0.19962638810464897,0.14705882352941177,0.15769745011499134
CeIO,0.27996380812170285,0.2235294117647059,0.24548691996967859
BTMS,0.6483333333333332,0.4999999999999999,0.5475072296124928
H2S,0.2511904761904762,0.11538461538461539,0.15339220377146073
Lab Requisition Management System,0.12230416212614355,0.08499999999999999,0.09944489261127631
Hotel Booking Management System (HBMS),0.15392202923532847,0.29999999999999993,0.20265045011781582
SHAS,0.5275584430189693,0.2833333333333333,0.36002535309737105
OTS,0.3784610895640308,0.31875,0.33970647455992287
DBA,0.4141639158726397,0.3526315789473684,0.3534310254604579
TiOA,0.4851313174842586,0.36666666666666664,0.3565075154730327
