---------------------1/10------Hotel Booking Management System (HBMS):
AI_answer_after_cut:
+ 1 Traveller associate * Booking
+ 1 Traveller associate * TravelPreference
+ * HBMS associate * Hotel
+ * HBMS associate * HotelBookingManager
+ * HBMS associate * TravelSearch
+ * Hotel associate * RoomAvailability
+ * Hotel associate * HotelChain
+ * RoomType associate * RoomAvailability
+ * RoomType associate * BookingInfo
+ * RoomType associate * SpecialOffer
+ * Booking associate 1 BookingInfo
+ * Booking associate 1 RoomType
+ * Booking associate 1 PaymentType
+ * Booking associate 1 BookingStatus


+ 1 Traveller contain * Booking
+ * HBMS contain * TravelSearch
+ * Hotel contain * RoomAvailability
+ * RoomType contain * SpecialOffer
+ * Booking contain 1 BookingInfo
+ * Booking contain 1 RoomType
+ * Booking contain 1 PaymentType
presicion = 0.14285714285714285
recall = 0.2727272727272727
F1 = 0.18749999999999997
---------------------2/10------Hotel Booking Management System (HBMS):
AI_answer_after_cut:
+ 1..* Traveller associate 1 HBMS
+ 1 HBMS associate 0..* Hotel
+ 1 HBMS associate 0..* Booking
+ 1 Booking associate 1 RoomType
+ 1 Booking associate 1 BookingStatus
+ 1 Booking associate 1 PaymentType
+ 0..* Hotel associate 1 HotelChain
+ 0..* Hotel associate 0..* RoomType
+ 0..* Hotel associate 0..* Offer
+ 1 Booking associate 1 BookingInfo
+ 0..* Hotel associate 1 RoomAvailability
+ 1 Booking associate 1 TripInfo


+ 1 HBMS contain 1 HotelBookingManager
+ 1 Traveller contain 1 BillingInformation
+ 1 Traveller contain 0..* TravelPreference
+ 1 Booking contain 1 TravelSearch
+ 1 Booking contain 1 SearchInfo
presicion = 0.26666666666666666
recall = 0.36363636363636365
F1 = 0.30769230769230765
---------------------3/10------Hotel Booking Management System (HBMS):
AI_answer_after_cut:
+ 1..* Traveller associate 1 HBMS
+ 0..* Traveller associate 0..* Booking
+ 1 HBMS associate 0..* Booking
+ 1..* HBMS associate 0..* Hotel
+ 1..* HBMS associate 0..* HotelChain
+ 0..* Hotel associate 1..* RoomType
+ 1 Booking associate 1 RoomType
+ 1 Booking associate 1 BookingStatus
+ 1 Booking associate 1 PaymentType
+ 1 Booking associate 0..* SpecialOffer
+ 1 Booking associate 0..* RegularOffer
+ 1 SpecialOffer associate 1 Hotel
+ 1 RegularOffer associate 1 Hotel
+ 1 Booking associate 1 BookingInfo
+ 1 Traveller associate 0..* TravelPreference
+ 1 Traveller associate 1 BillingInformation
+ 1 Booking associate 1 RoomAvailability
+ 1 Booking associate 1 TripInfo


+ 1 HBMS contain 1 HotelBookingManager
+ 1 Hotel contain 0..* RoomAvailability
+ 1 Booking contain 1 BookingInfo
